,train_accuracy,val_accuracy,test_accuracy,area_under_curve,precision,recall,F1,sparsity_score,hidden_layers
0,0.8080229163169861,0.7571428418159485,0.7709923386573792,0.8204449152542372,0.8085106382978723,0.6440677966101694,0.7169811320754716,1.1534,"[24, 3]"
0,0.8271251320838928,0.7857142686843872,0.767175555229187,0.7871939736346516,0.88,0.559322033898305,0.6839378238341969,2.0682,"[40, 20, 10, 5, 2]"
0,0.8194842338562012,0.7714285850524902,0.7557252049446106,0.845162429378531,0.8068181818181818,0.6016949152542372,0.6893203883495145,1.5795,"[32, 8, 2]"
0,0.8252149224281311,0.7952380776405334,0.7595419883728027,0.8399540960451978,0.8571428571428571,0.559322033898305,0.6769230769230768,2.6818,[48]
0,0.8127985000610352,0.7476190328598022,0.7480915784835815,0.8280367231638418,0.8023255813953488,0.5847457627118644,0.6764705882352942,0.3793,[8]
0,0.8070678114891052,0.7666666507720947,0.7519084215164185,0.841131120527307,0.8533333333333334,0.5423728813559322,0.6632124352331606,0.7585,[16]
0,0.7927411794662476,0.7571428418159485,0.7633587718009949,0.8377471751412429,0.7978723404255319,0.635593220338983,0.7075471698113208,0.4261,[8]
0,0.8118433356285095,0.7666666507720947,0.7709923386573792,0.8465454331450094,0.8222222222222222,0.6271186440677966,0.7115384615384616,1.1065,[24]
0,0.8271251320838928,0.800000011920929,0.7709923386573792,0.8353048493408662,0.8452380952380952,0.6016949152542372,0.7029702970297029,3.4091,[64]
0,0.8271251320838928,0.761904776096344,0.7709923386573792,0.791401836158192,0.8295454545454546,0.6186440677966102,0.7087378640776699,2.7955,"[56, 28, 14, 7, 3]"
0,0.8099331259727478,0.7523809671401978,0.7709923386573792,0.8302436440677966,0.8222222222222222,0.6271186440677966,0.7115384615384616,1.4858,"[32, 2]"
0,0.8242598176002502,0.7666666507720947,0.7748091816902161,0.8391890301318268,0.8314606741573034,0.6271186440677966,0.7149758454106281,2.3068,"[48, 12, 3]"
0,0.8194842338562012,0.776190459728241,0.7633587718009949,0.8223575800376648,0.8255813953488372,0.6016949152542372,0.6960784313725491,1.8807,"[40, 5]"
0,0.8089780211448669,0.7523809671401978,0.7748091816902161,0.8445444915254237,0.8241758241758241,0.635593220338983,0.7177033492822967,2.9403,"[64, 4]"
0,0.8299904465675354,0.800000011920929,0.7709923386573792,0.8278895951035783,0.881578947368421,0.5677966101694916,0.6907216494845361,2.608,"[56, 7]"
0,0.8108882308006287,0.7523809671401978,0.7519084215164185,0.8263006120527308,0.8045977011494253,0.5932203389830508,0.6829268292682927,1.9545,[32]
